,%share-manual,Please close this dialog and press Ctrl-D to bookmark this page.,S\'il vous plaît fermer ce dialogue et appuyer sur Ctrl-D pour ajouter cette page à vos signets.,Asseblief hierdie dialoog sluit en Ctrl-D druk om hierdie bladsy te boekmerk.,Ju lutemi ti mbyllni këtë dialog dhe shtypni Ctrl-D të bookmark këtë faqe.,,,關閉對話框&#44; 並用Ctrl-D標記此頁,请关闭对话框，并按Ctrl-D收藏此页面,,Gelieve dit dialoogvenster te sluiten en met Ctrl-D te bookmarken,Palun sule see akne ja vajuta Ctrl-D märgistamaks seda lehekülge,,,Kérem&#44; zárja be ezt az ablakot és a könyvjelzőhöz nyomja meg a Ctrl+D-t.,,Silakan tutup dialog ini dan tekan Ctrl-D untuk menyimpan,,ブックマークに登録するには、このダイアログを閉じて「Ctrl＋D」を押してください。,,Lūdzu aizveriet šo dialogu un spiediet Ctrl+D&#44; lai pievienotu grāmatzīmi,Prašome uždaryti dialogą ir spausti  Ctrl-D pažymėti puslapį,Proszę zamknąć to okienko i nacisnąć Ctrl-D aby zaznaczyć te stronę,Favor fechar este diálogo e teclar Ctrl+D para adicionar esta página aos seus favoritos.,,Пожалуйста&#44; закройте это окно и нажмите Ctrl-D чтобы добавить эту страницу.,,Sírvase cerrar esta notificación y presione Ctro-D para marcar esta página.,,Lütfen bu diyaloğu kapatıp Ctrl-D ye basarak sayfayı kaydediniz.,Будь ласка&#44; закрийте це вікно та натисніть Ctrl-D щоб додати цю сторінку.,
,%share-showall,Show all ({n}),Tous montrer ({n}),Toon alle  ({n}),Trego të gjitha ({n}),,,顯示全部{n},展示全部{n},,Toon alle ({n}),Näita kõiki ({n}),,,Mutassa mindet - Mutassa mind a {n}-t,,Tampilkan semua {[n]},,({n})をすべて表示,,Rādīt visu ({n}),Rodyti visus ({n}),Pokaż wszystko ({n}),Mostrar tudo ({n}),,Показать все ({п}),,Mostrar todo ({п}),,Tümünü göster ({n}),Показати все ({п}),
,%share-showall-title,All bookmarking sites,Tout les sites de mise en signet,Alle boekmerkwebwerf webwerwe,Të gjitha faqet bookmarking,,,所有書籤網站,所有收藏的页面,,Alle bookmark sites,Kõik märgitud leheküljed,,,Az összes könyvjelzős oldal,,Semua halaman yang disimpan,,ブックマークサイト一覧,,Visas atzīmējamās lapas,Visos žymės,Wszystkie strony w  zakładkach,Todas as páginas salvas nos favoritos,,Все закладки сайтов,,Todos los sitios marcados como bookmark,,Kaydedilmiş tüm sayfalar,Всі додані сайти,
,%share-disclaimer,No endorsement of any products or services is expressed or implied.,Aucun appui n’est accordé&#44; soit de façon expresse ou tacite&#44; à aucun produit ou service.,Geen endossement van enige produkte of dienste is uitgedruk of geரliseer,Asnjë miratimi i ndonjë produkteve apo shërbimeve është shprehur apo të nënkuptuar,,,,,,,,,,,,,,,,,,,,,,,No implica la promoción ni recomendación de ningún producto o servicio.,,,,
Form validation,%form-not-submitted,The form could not be submitted because ,Le formulaire n\'a pu être soumis car ,"Die vorm kon nie voorgel꡷ord nie, want ",Formulari nuk mund të paraqitet për shkak ,,,本表格不能傳送因為,表格无法提交，因为,,Het formulier kon niet worden verwerkt omdat ,Ankeeti ei saa esitada kuna ,,,Az adatokat nem lehet elküldeni mert ,,Formulir tidak terkirim karena ,,フォームを送信できませんでした。原因：,,Formu nav iespējams iesniegt&#44; jo ,Formos pateikti negalima&#44; nes ,Nie można było wysłać formularza&#44; ponieważ ,O formulário não pode ser submetido porque ,,Формы не могут быть представлены&#44; потому что ,,El formulario no pudo ser enviado debido a ,,Form gönderilemiyor&#44; çünkü ,Неможливо подати форму через те&#44; що ,
,%errors-found, errors were found., erreurs ont été trouvées.,foute is gevind nie.,gabime u gjetën.,,,內有錯誤,找到错误,, er fouten zijn opgetreden., vead leitud,,, hibák léptek fel.,, error ditemukan,,件のエラーが見つかりました,, tika atrastas kļūdas, rastos klaidos, znaleziono błedy, erros encontrados.,, были обнаружены ошибки.,, errores encontrado.,, hatalar bulundu,знайдено помилки.,
,%error-found, error was found., erreur a été trouvée.,fout gevind word.,gabim u gjet.,,,出現錯誤,找到错误,, er een fout is opgetreden., viga leitud,,, hiba lépett fel.,, error ditemukan,,件のエラーが見つかりました,, tika atrasta kļūda, rasta klaida, znaleziono błąd, erro encontrado.,, была обнаружена ошибка.,, error encontrado.,, hata bulundu,знайдено помилку.,
Date picker,%datepicker-hide,Hide calendar,Masquer le calendrier,Steek kalender,Hide kalendar,,,隱藏行事曆,隐藏日历,,Verberg de kalender,Peida kalender,,,A naptár elrejtése,,Sembunyikan kalender,,カレンダーを非表示,,Slēpt kalendāru,Slėpti kalendorių,Ukryj kalendarz,Ocultar o calendário,,Скрыть календарь,,Ocultar calendario,,Takvimi gizle,Сховати календар,
,%datepicker-show,Pick a date from a calendar for field:,Sélectionner une date à partir d'un calendrier pour le champ:,Kies 'n datum van 'n kalender vir die veld,Zgjidh një datë nga një kalendar për fushën,,,選擇一個日期,从日历选择一个日期,,Kies een kalenderdatum voor het veld:,Vali kuupäev kalendrist,,,Válasszon egy dátumot a naptárból:,,Pilih satu tanggal pada kalender,,カレンダーから日付を選択：,,Izvēlēties datumu no kalendāra lauka:,Pasirinkti datą iš kalendoriaus:,Proszę wybrać datę z kalendarza:,Selecionar uma data de um calendário para o campo:,,Выберите дату из календаря для поля:,,Escoger una fecha de un calendario para el campo:,,Alan için takvimden bir tarih seçiniz:,Оберіть дату в календарі:,
,%datepicker-selected,Selected,Sélectionné,Gekies,I zgjedhur,,,選擇,选中,,Geselecteerd,Valitud,,,Kijelölt,,Sudah dipilih,,選択済み,,Atlasīts,Atrinkta,wybrany,Selecionado,,Выбранный,,Seleccionado,,Seçilmiş,Вибрано,
Calendar,%calendar-weekDayNames-1,Sunday,Dimanche,Sondag,E diel,,,星期天,星期天,,Zondag,Pühapäev,,,Vasárnap,,Minggu,,日曜日,,Pirmdiena,Sekmadienis,Niedziela,Domingo,,Воскресенье,,Domingo,,Pazar,Неділя,
,%calendar-weekDayNames-2,Monday,Lundi,Maandag,E hënë,,,星期一,星期一,,Maandag,Esmaspäev,,,Hétfő,,Senin,,月曜日,,Otrdiena,Pirmadienis,Poniedziałek,Segunda-feira,,Понедельник,,Lunes,,Pazartesi,Понеділок,
,%calendar-weekDayNames-3,Tuesday,Mardi,Dinsdag,E martë,,,星期二,星期二,,Dinsdag,Teisipäev,,,Kedd,,Selasa,,火曜日,,Trešdiena,Antradienis,Wtorek,Terça-feira,,Вторник,,Martes,,Salı,Вівторок,
,%calendar-weekDayNames-4,Wednesday,Mercredi,Woensdag,E mërkurë,,,星期三,星期三,,Woensdag,Kolmapäev,,,Szerda,,Rabu,,水曜日,,Ceturtdiena,Trečiadienis,Środa,Quarta-feira,,Среда,,Miércoles,,Çarşamba,Середа,
,%calendar-weekDayNames-5,Thursday,Jeudi,Donderdag,E enjte,,,星期四,星期四,,Donderdag,Neljapäev,,,Csütörtök,,Kamis,,木曜日,,Piektdiena,Ketvirtadienis,Czwartek,Quinta-feira,,Четверг,,Jueves,,Perşembe,Четвер,
,%calendar-weekDayNames-6,Friday,Vendredi,Vrydag,E premte,,,星期五,星期五,,Vrijdag,Reede,,,Péntek&#44,,Jum\'at,,金曜日,,Sestdiena,Penktadienis,Piątek,Sexta-feira,,Пятница,,Viernes,,Cuma,П’ятниця,
,%calendar-weekDayNames-7,Saturday,Samedi,Saterdag,E shtunë,,,星期六,星期六,,Zaterdag,Laupäev,,,Szombat,,Sabtu,,土曜日,,Svētdiena,Šeštadienis,Sobota,Sábado,,Суббота,,Sábado,,Cumartesi,Субота,
,%calendar-monthNames-1,January,Janvier,Januarie,Janar,,,一月,一月,,Januari,Jaanuar,,,Január,,Januari,,1月,,Janvāris,Sausis,Styczeń,Janeiro,,Январь,,Enero,,Ocak,Січень,
,%calendar-monthNames-2,February,Février,Februarie,Shkurt,,,二月,二月,,Februari,Veebruar,,,Február,,Februari,,2月,,Februāris,Vasaris,Luty,Fevereiro,,Февраль,,Febrero,,Şubat,Лютий,
,%calendar-monthNames-3,March,Mars,Maart,Mars,,,三月,三月,,Maart,Märts,,,Március,,Maret,,3月,,Marts,Kovas,Marzec,Março,,Март,,Marzo,,Mart,Березень,
,%calendar-monthNames-4,April,Avril,April,Prill,,,四月,四月,,April,Aprill,,,Április,,April,,4月,,Aprīlis,Balandis,Kwiecień,Abril,,Апрель,,Abril,,Nisan,Квітень,
,%calendar-monthNames-5,May,Mai,Mei,Mund,,,五月,五月,,Mei,Mai,,,Május,,Mei,,5月,,Maijs,Gegužė,Maj,Maio,,Май,,Mayo,,Mayıs,Травень,
,%calendar-monthNames-6,June,Juin,Junie,Qershor,,,六月,六月,,Juni,Juuni,,,Június,,Juni,,6月,,Jūnijs,Birželis,Czerwiec,Junho,,Июнь,,Junio,,Haziran,Червень,
,%calendar-monthNames-7,July,Juillet,Julie,Korrik,,,七月,七月,,Juli,Juuli,,,Július,,Juli,,7月,,Jūlijs,Liepa,Lipiec,Julho,,Июль,,Julio,,Temmuz,Липень,
,%calendar-monthNames-8,August,Août,Augustus,Gusht,,,八月,八月,,Augustus,August,,,Augusztus,,Agustus,,8月,,Augusts,Rugpjūtis,Sierpień,Agosto,,Август,,Agosto,,Ağustos,Серпень,
,%calendar-monthNames-9,September,Septembre,September,Shtator,,,九月,九月,,September,September,,,Szeptember,,September,,9月,,Septembris,Rugsėjis,Wrzesień,Setembro,,Сентябрь,,Septiembre,,Eylül,Вересень,
,%calendar-monthNames-10,October,Octobre,Oktober,Tetor,,,十月,十月,,Oktober,Oktoober,,,Október,,Oktober,,10月,,Octobris,Spalis,Październik,Outubro,,Октябрь,,Octubre,,Ekim,Жовтень,
,%calendar-monthNames-11,November,Novembre,November,Nëntor,,,十一月,十一月,,November,November,,,November,,November,,11月,,Novembris,Lapkritis,Listopad,Novembro,,Ноябрь,,Noviembre,,Kasım,Листопад,
,%calendar-monthNames-12,December,Décembre,Desember,Dhjetor,,,十二月,十二月,,December,Detsember,,,December,,Desember,,12月,,Decembris,Gruodis,Grudzień,Dezembro,,Декабрь,,Diciembre,,Aralık,Грудень,
,%calendar-currentDay,(Current day),(Jour courrant),(Huidige dag),(Dita aktual),,,現在日子,当天,,(Vandaag),(tänane päev),,,(Mai nap),,Hari ini,,（今日）,,(Šodien),(Šiandien),(bieżący dzień),(Hoje),,(Текущий день),,(Hoy),,(Geçerli gün),(Поточний день),
,%calendar-goToLink,"Go to<span class=""wb-invisible""> month of year</span>","Aller au<span class=""wb-invisible""> mois de l\'année</span>","Gaan na<span class=""wb-invisible""> maand van die jaar</span>","Shko tek<span class=""wb-invisible""> muaji të vitit</span>",,,,,,,,,,,,,,,,,,,,,,,"Ir a<span class=""wb-invisible""> mes del año</span>",,,,
,%calendar-goToTitle,Go to month of year,Aller au mois de l\'année,Gaan na maand van die jaar,Shko tek muaji të vitit,,,前往月份,到月份,,Ga naar de maand of het jaar,Mine sellele kuule aastas,,,Ugrás erre a hónapra:,,Pilih bulan dan tahun,,xxxx年xx月へ進む,,Iet uz gada mēnesi,Eiti į mėnesius,Idź do miesiąca w roku:,Ir para o mês do ano,,Перейти к месяцу года,,Ir al mes del año,,Yılın ayına git,Перейти до місяця року,
,%calendar-goToMonth,Month:,Mois :,Maand:,Muaj:,,,月,月份,,Maand:,Kuu,,,Hónap:,,Bulan,,月：,,Mēnesis:,Mėnesiai:,Miesiąc:,Mês:,,месяц:,,Mes:,,Ay:,Місяц:,
,%calendar-goToYear,Year:,Année :,Jaar:,Vit:,,,年,年份,,Jaar:,Aasta,,,Év:,,Tahun,,年：,,Gads:,Metai:,Rok:,Ano:,,Год :,,Año:,,Yıl:,Рік:,
,%calendar-goToButton,Go,Aller,Gaan,Shkoj,,,前往,去,,Ga,Mine,,,Indít,,Pilih,,進む,,Iet uz,Eiti:,Przejdź,Ir,,Перейти,,Ir,,Git,Перейти,
,%calendar-cancelButton,Cancel,Annuler,Kanselleer,Anuloj,,,取消,取消,,Annuleer,Tühista,,,Mégsem,,Batal,,取消,,Atcelt,Atšaukti:,Anuluj,Cancelar,,Отменить,,Cancelar,,İptal,Відміна,
,%calendar-previousMonth,Previous Month:,Mois précédent :,Vorige Maand:,Muajin e kaluar:,,,上一月,上个月,,Vorige maand:,Eelmine kuu,,,Előző hónap:,,Bulan sebelumnya,,前月,,Iepriekšējais mēnesis:,Ankstesnis mėnuo:,Poprzedni miesiąc:,Mês anterior:,,Предыдущий месяц:,,Mes anterior:,,Önceki ay:,Попередній місяць:,
,%calendar-nextMonth,Next Month:,Mois suivant :,Volgende Maand:,Muajin e ardhshëm:,,,下一月,下个月,,Volgende maand:,Järgmine kuu,,,Következő hónap:,,Bulan berikutnya,,翌月,,Nākošais mēnesis:,Sekantis mėnuo:,Następny miesiąc:,Próximo mês:,,Следующий месяц:,,Mes siguiente:,,Sonraki ay:,Наступний місяць:,
Slideout,%show-toc,Show,Afficher,Toon,Shfaq,,,顯示,展示,,Toon,Näita,,,Mutat,,Tampilkan,,表示,,Rādīt,Rodyti,Pokaż,Exibir,,Показать,,Mostrar,,Göster,Показати,
,%show-text,Show table of contents,Afficher la table des matières,Wys inhoudsopgawe,Trego tabelën e përmbajtjeve,,,,,,,,,,,,,,,,,,,,,,,Mostrar el índice,,,,
,%hide-text,Hide table of contents,Cacher la table des matières,Steek inhoudsopgawe,Hide tabelën e përmbajtjeve,,,,,,,,,,,,,,,,,,,,,,,Ocultar el índice,,,,
,%table-contents,table of contents,la table des matières,inhoudsopgawe,përmbajtje,,,目錄,内容表,,inhoudstafel,sisukord,,,tartalomjegyzék,,daftar isi,,目次,,saturs,turinys,spis treści,conteúdo,,оглавление,,índice,,içindekiler,зміст,
Lightbox,%lb-current,Item {current} of {total},Article {current} de {total},Item {current} van {total},Pika {current} e {total},,,所有項目{current}的{total},项目{current}的{total},,Item {current} op een totaal van {total},Nimetus {current} {total},,,{total}-ből {current},,Artikel ke-{current} dari {total},,{total} 件中 {current} 件目,,Vienums {current} no {total},Punktas {current} iš {total},Pozycja {current} z {total},Ítem {current} de {total},,Пункт {current} из {total},,Artículo {current} de {total},,{total} de {current} inci madde,Знайдено {current} із {total},
,%lb-next,Next item,Article suivant,Volgende item,Pika Next,,,下一項,下一个项目,,Volgend artikel,Järgmine,,,Következő,,Artikel selanjutnya,,次,,Nākošais vienums,Sekantis:,Następna pozycja,Próximo ítem,,Следующий пункт,,Artículo siguiente,,Bir sonraki madde,Наступний,
,%lb-prev,Previous item,Article précédent,Vorige item,Pika e mëparshme,,,上一項,上一个项目,,Vorig artikel,Eelmine,,,Előző,,Artikel sebelumnya,,前,,Iepriekšējais vienums,Ankstesnis,Poprzednia pozycja,Ítem anterior,,Предыдущий пункт,,Artículo previo,,Bir önceki madde,Попередній,
,%lb-xhr-error,This content failed to load.,Le chargement de ce contenu a échoué.,Hierdie inhoud het misluk om te laai.,Kjo përmbajtje nuk arriti të ngarkesës.,,,本內容無法入載入,该内容无法下载,,De inhoud is niet ingeladen,Laadimine ebaõnnestus,,,A tartalom betöltése nem sikerült.,,Halaman tidak berhasil ditampilkan,,コンテンツをロードできませんでした。,,Šo saturu nevar ielādēt,Turinio nepavyko užkrauti,Nie udało się załadować treści.,O carragemento deste conteúdo falhou.,,Этот контент не удалось загрузить.,,Este contenido no pudo ser cargado.,,İçerik yükleme hatası.,Цей зміст не завантажується.,
,%lb-img-error,This image failed to load.,Le chargement de cette image a échoué.,Hierdie beeld het misluk om te laai.,Ky imazh nuk arriti të ngarkesës.,,,圖形無法顯示,该图像无法下载,,Het beeld is niet ingeladen,Pildi laadimine ebaõnnestus,,,A kép betöltése nem sikerült.,,Gambar ini tidak berhasil ditampilkan,,画像をロードできませんでした。,,Šo attēlu nevar ielādēt,Nuotraukos nepavyko užkrauti,Nie udało się załadować obrazu.,O carregamento desta imagem falhou.,,Это изображение не удалось загрузить.,,Esta imagen no pudo ser cargada.,,İmaj yükleme hatası.,Це зображення не завантажується.,
,%lb-slideshow,slideshow,la diaporama,skyfievertoning,Slideshow,,,幻燈片,幻灯片,,diavoorstelling,slaidi esitlus,,,Diavetítés,,Pertunjukan slide,,スライドショー,,slaidrāde,skaidrės,Pokaz slajdów,slideshow,,Слайд-шоу,,show de diapositivas,,slaty gösterimi,слайд шоу,
jQuery Mobile,%jqm-expand,click to expand contents,cliquer pour afficher le contenu,kliek inhoud uit te brei,kliko për të zgjeruar përmbajtjen,,,點擊打開內容,点击打开更多,,klik om de inhoud te tonen,vajuta&#44; et laiendada sisu,,,a megjelenítéshez kattintson ide,,klik untuk memperbesar isi,,コンテンツを表示,,klikšķināt&#44;lai paplašinātu saturu,Išplėsti turinį,kliknij aby rozwinąć spis treści,clicar para ver o conteúdo,,щелкните&#44; чтобы развернуть содержимое,,hacer clic para expandir el cotnenido,,İçeriği göstermek için tıklayınız,для згорнення змісту&#44; натисніть тут,
,%jqm-collapse,click to collapse contents,cliquer pour masquer le contenu,kliek op inhoud te val,klikoni për të rrëzohet përmbajtjen,,,點擊隱藏內容,点击收回更多,,klik om de inhoud te verbergen,vajuta&#44; et kitsenada sisu,,,az elrejtéshez kattintson ide,,klik untuk menyembunyikan isi,,コンテンツを非表示,,klikšķināt&#44;lai savērstu saturu,slėpti turinį,kliknij aby zwinąć spis treści,clicar para ocultar o conteúdo,,щелкните&#44; чтобы свернуть содержимое,,hacer clic para colapsar los contenidos,,İçeriği saklamak için tıklayınız,для згорнення змісту&#44; натисніть тут,
,%jqm-clear-search,clear search,effacer le texte,Clear Search,Clear Search,,,搜尋新內容,清除搜索历史,,verwijder de opzoeking,tühista otsing,,,Keresési mező törlése,,Bersihkan pencarian,,検索履歴を削除する,,Dzēst meklēto,Išvalyti paiešką,Wyczyść kryteria wyszukiwania,Apagar o texto da pesquisa,,очистить поиск,,limbiar búsqueda,,aramayı temizle,Очистити від результатва пошуку,
,%jqm-filter,Filter items…,Filtrer des articles...,Filter items,Artikuj filtër,,,過濾選項,过滤项目,,Filter de artikelen,Filtreeri,,,Szűrés,,Filter artikel,,検索条件を指定する,,Atlasīt vienumu,Filtruoti,Filtruj pozycje,Filtrar os ítens,,Фильтровать…,,filtrar artículos…,,Maddeleri filtrele…,Фільтр,
,%jqm-tbl-col-toggle,Columns...,Colonnes...,Kolomme,Kolumne,,,,,,,,,,,,,,,,,,,,,,,Columnas...,,,,
Charts widget,%table-mention,Table,Tableau,Tabel,Tabelë,,,表格,表格,,Tabel,Tabel,,,Táblázat,,Tabel,,表,,Tabula,Lentelė,Tabela,Tabela,,Таблица,,Tabla,,Tablo,Таблиця,
,%table-following,Chart. Details in the following table.,Graphique. Plus de détails dans le tableau suivant.,Chart. Besonderhede in die volgende tabel.,Chart. Detajet në tabelën e mëposhtme.,,,圖表&#44; 詳細內容在表格中,图表。详细资料表如下。,,Grafiek. Meer details in volgende tabel,Graafik. Andmed tabelis järgmised,,,Részletek a következő táblázatban.,,Infografis. Detail pada tabel berikut.,,チャート。詳細については次の表を参照。,,Grafiks. Detaļas tabulā.,Grafika. Daugiau detalių sekančioje lentelėje.,Wykres. Szczegóły w tabeli poniżej,Gráfico. Mais detalhes na tabela a seguir.,,График. Подробности в таблице ниже.,,Cuadro. Los detalles aparecen en la siguiente tabla.,,Grafik. Detaylar takip eden tablodadır.,Графік. Див. деталі в таблиці.,
Session timeout,%st-timeout-msg,"Your session is about to expire, you have until #expireTime# to activate the ""OK"" button below to extend your session.","Votre session est sur le point d\'expirer, vous avez jusqu\'à #expireTime# pour sélectionner « OK » ci-dessous pour prolonger votre session.","Jou sessie is om te verstryk, jy het totdat #expireTime# die ""OK"" knoppie hieronder te aktiveer om jou sessie te brei.","Seanca juaj është gati të përfundojë, ju keni derisa #expireTime# për të aktivizuar ""OK"" button poshtë për të zgjeruar seancën tuaj.",,,,,,,,,,,,,,,,,,,,,,,"Su sesión está próxima a expirar, tiene hasta #expireTime# para activar el botón ""OK"" y así extender su sesión.",,,,
,%st-msgbox-title,Session timeout warning,Avertissement d\'expiration de la session,Time-outsessie waarskuwing,Timeout Sesioni paralajmërim,,,,,,,,,,,,,,,,,,,,,,,Aviso de finalización de sesión,,,,
,%st-already-timeout-msg,Sorry your session has already expired. Please login again.,"Désolé, votre session a déjà expiré. S\'il vous plaît vous connecter à nouveau.",Jammer jou sessie reeds verstryk het. Log weer in.,Na vjen keq Sesioni juaj ka skaduar tashmë. Ju lutemi identifikohuni përsëri.,,,,,,,,,,,,,,,,,,,,,,,Lamentablemente su sesión ha expirado. Por favor ingrese nuevamente.,,,,
Toggle details,%td-toggle,Toggle all,Basculer tout,Toggle alle,Toggle gjitha,,,,,,,,,,,,,,,,,,,,,,,Alternar todo,,,,
,%td-open,Expand all,Afficher tout,Brei om alle,Zgjerimin e të gjitha,,,,,,,,,,,,,,,,,,,,,,,Expandir todo,,,,
,%td-close,Collapse all,Réduire tout,Vou almal,Collapse gjitha,,,,,,,,,,,,,,,,,,,,,,,Colapsar todo,,,,
,%td-ttl-open,Expand all sections of content,Afficher toutes les sections de contenu,Brei om alle afdelings van die inhoud,Expand gjitha seksionet e përmbajtjes,,,,,,,,,,,,,,,,,,,,,,,Expandir todas las secciones de contenido,,,,
,%td-ttl-close,Collapse all sections of content,Réduire toutes les sections de contenu,Vou alle afdelings van die inhoud,Collapse gjitha seksionet e përmbajtjes,,,,,,,,,,,,,,,,,,,,,,,Colapsar todas las secciones de contenido,,,,
Table enhancement,%sSortAscending,: activate for ascending sort,&#160;: activer pour tri ascendant,: aktiveer vir die stygende soort,: aktivizuar për ngjitje lloj,,,,,,,,,,,,,,,,,,,,,,,active para ordenación ascendente,,,,
,%sSortDescending,: activate for descending sort,&#160;: activer pour tri descendant,: aktiveer vir die dalende soort,: aktivizuar për zbritës lloj,,,,,,,,,,,,,,,,,,,,,,,active para ordenación decendente,,,,
,%sEmptyTable,No data is available in the table,Aucunes données sont disponibles dans la table,Geen data is beskikbaar in die tabel,Nuk ka të dhëna është në dispozicion në tryezë,,,,,,,,,,,,,,,,,,,,,,,Ningunos datos están disponibles en la tabla,,,,
,%sInfo,Showing _START_ to _END_ of _TOTAL_ entries,Montre _START_ à _END_ de _TOTAL_ entrées,Showing _START_ tot _END_ van _TOTAL_ inskrywings,Duke shfaqur _START_ deri në _END_ prej _TOTAL_ hyra,,,,,,,,,,,,,,,,,,,,,,,Mostrar _START_ a _END_ de _TOTAL_ entradas,,,,
,%sInfoEmpty,Showing 0 to 0 of 0 entries,Montre 0 à 0 de 0 entrées,Showing 0 tot 0 van 0 inskrywings,Duke shfaqur 0 deri në 0 prej 0 hyra,,,,,,,,,,,,,,,,,,,,,,,Mostrar 0 a 0 de 0 entradas,,,,
,%sInfoFiltered,(filtered from _MAX_ total entries),(filtré de _MAX_ entrées totales),(Gefiltreer _MAX_ Totaal inskrywings),(Filtruar nga shënimet _MAX_ totalit),,,,,,,,,,,,,,,,,,,,,,,(filtró de _MAX_ entradas totales),,,,
,%sInfoThousands,&#44;,&#160;,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,
,%sLengthMenu,Show _MENU_ entries,Montrer _MENU_ entrées,Wys _MENU_ inskrywings,Trego _MENU_ hyra,,,,,,,,,,,,,,,,,,,,,,,Muestre _MENU_ entradas,,,,
Geomap,%geo-mapcontrol,Map control,Contrôle de la carte,Map beheer,Harta e kontrollit,,,,,,,,,,,,,,,,,,,,,,,Control de mapa,,,,
,%geo-panup,Pan up,Déplacer vers le haut,Pan up,Pan lart,تدوير محوري لأعلى,Панорама нагоре,向上平移,向上平移,Posunout nahoru,Naar boven schuiven,Panoraami üles,Nach oben verschieben,Οπτική γωνία: επάνω,Felfelé görgetés,Hliðrun upp,Telusur ke atas,Spostati verso l'alto,上へ,위로 이동,Panoramēt uz augšu,Pakreipti aukštyn,Przesuń w górę,Panorâmica para cima,Mover para cima,Передвинуть вверх,Posunúť nahor,Vista panorámica hacia arriba,หันขึ้นด้านบน,Yukarı git,Панорамування вгору,Dời bản đồ lên trên
,%geo-pandown,Pan down,Déplacer vers le bas,Ondertoe te gaan,Pan poshtë,تدوير محوري لأسفل,Панорама надолу,向下平移,向下平移,Posunout dolů,Naar beneden schuiven,Panoraami alla,Nach unten verschieben,Οπτική γωνία: κάτω,Lefelé görgetés,Hliðrun niður,Telusur ke bawah,Spostati verso il basso,下へ,아래로 이동,Panoramēt uz leju,Pereiti žemyn,Przesuń w dół,Panorâmica para baixo,Mover para baixo,Передвинуть вниз,Posunúť dolu,Vista panorámica hacia abajo,หันลงด้านล่าง,Aşağı git,Панорамування вниз,Dời bản đồ xuống dưới
,%geo-panleft,Pan left,Déplacer vers la gauche,Pan verlaat,Pan la,تدوير محوري لليسار,Панорама наляво,向左平移,向左平移,Posunout doleva,Naar links schuiven,Pan jäänud,Nach links verschieben,Οπτική γωνία: αριστερά,Balra görgetés,Hliðrun til vinstri,Telusur ke kiri,Spostati verso sinistra,左へ,좌측으로 이동,Panoramēt pa kreisi,Pakreipti kairėn,Przesuń w lewo,Panorâmica para a esquerda,Mover para a esquerda,Передвинуть влево,Posunúť doľava,Vista panorámica a la izquierda,หันไปทางซ้าย,Sola git,Панорамування вліво,Dời bản đồ sang trái
,%geo-panright,Pan right,Déplacer vers la droite,Pan reg,Drejtë Pan,تدوير محوري لليمين,Панорама надясно,向右平移,向右平移,Posunout doprava,Naar rechts schuiven,Pan õigus,Nach rechts verschieben,Οπτική γωνία: δεξιά,Jobbra görgetés,Hliðrun til hægri,Telusur ke bawah,Spostati verso destra,右へ,우측으로 이동,Panoramēt pa labi,Pakreipti dešinėn,Przesuń w prawo,Panorâmica para a direita,Mover para a direita,Передвинуть вправо,Posunúť doprava,Vista panorámica a la derecha,หันไปทางขวา,Sağa git,Панорамування вправо,Dời bản đồ sang phải
,%geo-zoomin,Zoom in,Zoom avant,Zoom in,Zoom në,تكبير,Увеличаване на мащаба,放大,放大,Přiblížit,Inzoomen,Zoom,Vergrößern,Μεγέθυνση,Nagyítás,Auka aðdrátt,Perbesar,Zoom avanti,詳細,확대,Pievelciet,Artinti,Powiększ,Ampliar,Mais zoom,Приблизить,Priblížiť,Aumentar,ขยาย,Yakınlaştır,Збільшити,Phóng to
,%geo-zoomout,Zoom out,Zoom arrière,Zoem uit,Zoom out,تصغير,Намаляване на мащаба,缩小,缩小,Oddálit,Uitzoomen,Vähenda,Verkleinern,Σμίκρυνση,Kicsinyítés,Minnka aðdrátt,Perkecil,Zoom indietro,広域,축소,Attāliniet,Tolinti,Pomniejsz,Reduzir,Menos zoom,Отдалить,Vzdialiť,Reducir,ย่อ,Uzaklaştır,Зменшити,Thu nhỏ
,%geo-zoomworld,Zoom to map extent,Zoom sur l'étendue de la carte,Zoom mate kaart,Zoom në hartë shtrirjen,,,,,,,,,,,,,,,,,,,,,,,Reducir al mapa completo,,,,
,%geo-zoomslider,Drag to zoom,Faites glisser pour faire un zoom,Sleep om te zoom,Drag për zmadhim,السحب للتكبير/التصغير,"Плъзнете, за да увеличите мащаба",拖动缩放,拖动缩放,Přetažením mapu přiblížíte nebo oddálíte,Sleep de muis om in of uit te zoomen,Lohistage suumimiseks,Ziehen zum Zoomen,Σύρετε για μεγέθυνση,Nagyításhoz húzza az egeret,dragðu til að auka eða minnka aðdrátt,Tarik untuk zoom,Trascina per eseguire zoom,ドラッグして拡大,끌어서 확대/축소,"Pavelciet, lai mainītu attālumu","Vilkite, jei norite pakeisti mastelį","Przeciągnij myszką, aby przybliżyć lub oddalić",Arrastar para aplicar zoom,Arraste para dar zoom,"Перетащите, чтобы изменить масштаб",Pretiahnutím mapu priblížite,Arrastra para ampliar o reducir,ลากเพื่อซูม,Yakınlaştırmak için sürükleyin,Потягніть для зміни масштабування,Kéo để thu phóng
